Lon,Lat,mask
-140.5,-21.5,8440
-139.5,-21.5,8440
-138.5,-21.5,8440
-137.5,-21.5,8440
-136.5,-21.5,8440
-135.5,-21.5,8440
-134.5,-21.5,8440
-133.5,-21.5,8440
-132.5,-21.5,8440
-131.5,-21.5,8439
-130.5,-21.5,8439
-129.5,-21.5,8439
-128.5,-21.5,8439
-127.5,-21.5,8439
-126.5,-21.5,8439
-125.5,-21.5,8439
-124.5,-21.5,8439
-123.5,-21.5,8439
-122.5,-21.5,8439
149.5,-21.5,9999
150.5,-21.5,9999
151.5,-21.5,9999
152.5,-21.5,9999
153.5,-21.5,9999
157.5,-21.5,8312
158.5,-21.5,8312
159.5,-21.5,8312
160.5,-21.5,8312
161.5,-21.5,8312
162.5,-21.5,8312
163.5,-21.5,8312
164.5,-21.5,8312
165.5,-21.5,8312
166.5,-21.5,8312
167.5,-21.5,8312
168.5,-21.5,8312
169.5,-21.5,8312
170.5,-21.5,8312
171.5,-21.5,8313
173.5,-21.5,8325
174.5,-21.5,8325
175.5,-21.5,8325
176.5,-21.5,8325
177.5,-21.5,8325
178.5,-21.5,8325
179.5,-21.5,8325
-179.5,-22.5,8325
-178.5,-22.5,8325
-177.5,-22.5,8448
-176.5,-22.5,8448
-175.5,-22.5,8448
-174.5,-22.5,8448
-173.5,-22.5,8448
-172.5,-22.5,8448
-171.5,-22.5,8448
-170.5,-22.5,8447
-169.5,-22.5,8447
-168.5,-22.5,8447
-167.5,-22.5,8447
-163.5,-22.5,8446
-162.5,-22.5,8446
-161.5,-22.5,8446
-160.5,-22.5,8446
-159.5,-22.5,8446
-158.5,-22.5,8446
-157.5,-22.5,8446
-156.5,-22.5,8446
-155.5,-22.5,8440
-154.5,-22.5,8440
-153.5,-22.5,8440
-152.5,-22.5,8440
-151.5,-22.5,8440
-150.5,-22.5,8440
-149.5,-22.5,8440
-148.5,-22.5,8440
-147.5,-22.5,8440
-146.5,-22.5,8440
-145.5,-22.5,8440
-144.5,-22.5,8440
-143.5,-22.5,8440
-142.5,-22.5,8440
-141.5,-22.5,8440
-140.5,-22.5,8440
-139.5,-22.5,8440
-138.5,-22.5,8440
-137.5,-22.5,8440
-136.5,-22.5,8440
-135.5,-22.5,8440
-134.5,-22.5,8440
-133.5,-22.5,8440
-132.5,-22.5,8440
-131.5,-22.5,8439
-130.5,-22.5,8439
-129.5,-22.5,8439
-128.5,-22.5,8439
-127.5,-22.5,8439
-126.5,-22.5,8439
-125.5,-22.5,8439
-124.5,-22.5,8439
-123.5,-22.5,8439
-122.5,-22.5,8439
-121.5,-22.5,8439
149.5,-22.5,9999
150.5,-22.5,9999
151.5,-22.5,9999
152.5,-22.5,9999
153.5,-22.5,9999
157.5,-22.5,8312
158.5,-22.5,8312
159.5,-22.5,8312
160.5,-22.5,8312
161.5,-22.5,8312
162.5,-22.5,8312
163.5,-22.5,8312
164.5,-22.5,8312
165.5,-22.5,8312
166.5,-22.5,8312
167.5,-22.5,8312
168.5,-22.5,8312
169.5,-22.5,8312
170.5,-22.5,8312
173.5,-22.5,8325
174.5,-22.5,8325
175.5,-22.5,8325
176.5,-22.5,8325
177.5,-22.5,8325
178.5,-22.5,8325
179.5,-22.5,8325
-179.5,-23.5,8325
-178.5,-23.5,8448
-177.5,-23.5,8448
-176.5,-23.5,8448
-175.5,-23.5,8448
-174.5,-23.5,8448
-173.5,-23.5,8448
-172.5,-23.5,8448
-171.5,-23.5,8448
-162.5,-23.5,8446
-161.5,-23.5,8446
-160.5,-23.5,8446
-159.5,-23.5,8446
-158.5,-23.5,8446
-157.5,-23.5,8446
-156.5,-23.5,8446
-155.5,-23.5,8440
-154.5,-23.5,8440
-153.5,-23.5,8440
-152.5,-23.5,8440
-151.5,-23.5,8440
-150.5,-23.5,8440
-149.5,-23.5,8440
-148.5,-23.5,8440
-147.5,-23.5,8440
-146.5,-23.5,8440
-145.5,-23.5,8440
-144.5,-23.5,8440
-143.5,-23.5,8440
-142.5,-23.5,8440
-141.5,-23.5,8440
-140.5,-23.5,8440
-139.5,-23.5,8440
-138.5,-23.5,8440
-137.5,-23.5,8440
-136.5,-23.5,8440
-135.5,-23.5,8440
-134.5,-23.5,8440
-133.5,-23.5,8440
-132.5,-23.5,8439
-131.5,-23.5,8439
-130.5,-23.5,8439
-129.5,-23.5,8439
-128.5,-23.5,8439
-127.5,-23.5,8439
-126.5,-23.5,8439
-125.5,-23.5,8439
-124.5,-23.5,8439
-123.5,-23.5,8439
-122.5,-23.5,8439
-121.5,-23.5,8439
150.5,-23.5,9999
151.5,-23.5,9999
152.5,-23.5,9999
153.5,-23.5,9999
157.5,-23.5,8312
158.5,-23.5,8312
159.5,-23.5,8312
160.5,-23.5,8312
161.5,-23.5,8312
162.5,-23.5,8312
163.5,-23.5,8312
164.5,-23.5,8312
165.5,-23.5,8312
166.5,-23.5,8312
167.5,-23.5,8312
168.5,-23.5,8312
169.5,-23.5,8312
170.5,-23.5,8312
173.5,-23.5,8325
174.5,-23.5,8325
175.5,-23.5,8325
176.5,-23.5,8325
177.5,-23.5,8325
178.5,-23.5,8325
179.5,-23.5,8325
-179.5,-24.5,8448
-178.5,-24.5,8448
-177.5,-24.5,8448
-176.5,-24.5,8448
-175.5,-24.5,8448
-174.5,-24.5,8448
-173.5,-24.5,8448
-172.5,-24.5,8448
-161.5,-24.5,8446
-160.5,-24.5,8446
-159.5,-24.5,8446
-158.5,-24.5,8446
-157.5,-24.5,8446
-156.5,-24.5,8446
-155.5,-24.5,8440
-154.5,-24.5,8440
-153.5,-24.5,8440
-152.5,-24.5,8440
-151.5,-24.5,8440
-150.5,-24.5,8440
-149.5,-24.5,8440
-148.5,-24.5,8440
-147.5,-24.5,8440
-146.5,-24.5,8440
-145.5,-24.5,8440
-144.5,-24.5,8440
-143.5,-24.5,8440
-142.5,-24.5,8440
-141.5,-24.5,8440
-140.5,-24.5,8440
-139.5,-24.5,8440
-138.5,-24.5,8440
-137.5,-24.5,8440
-136.5,-24.5,8440
-135.5,-24.5,8440
-134.5,-24.5,8440
-133.5,-24.5,8440
-132.5,-24.5,8439
-131.5,-24.5,8439
-130.5,-24.5,8439
-129.5,-24.5,8439
-128.5,-24.5,8439
-127.5,-24.5,8439
-126.5,-24.5,8439
-125.5,-24.5,8439
-124.5,-24.5,8439
-123.5,-24.5,8439
-122.5,-24.5,8439
-121.5,-24.5,8439
151.5,-24.5,9999
152.5,-24.5,9999
153.5,-24.5,9999
154.5,-24.5,9999
158.5,-24.5,8312
159.5,-24.5,8312
160.5,-24.5,8312
161.5,-24.5,8312
162.5,-24.5,8312
163.5,-24.5,8312
164.5,-24.5,8312
165.5,-24.5,8312
166.5,-24.5,8312
167.5,-24.5,8312
168.5,-24.5,8312
169.5,-24.5,8312
170.5,-24.5,8312
173.5,-24.5,8325
174.5,-24.5,8325
175.5,-24.5,8325
176.5,-24.5,8325
177.5,-24.5,8325
179.5,-24.5,8325
-178.5,-25.5,8448
-177.5,-25.5,8448
-176.5,-25.5,8448
-175.5,-25.5,8448
-174.5,-25.5,8448
-173.5,-25.5,8448
-159.5,-25.5,8446
-158.5,-25.5,8446
-157.5,-25.5,8446
-156.5,-25.5,8446
-155.5,-25.5,8440
-154.5,-25.5,8440
-153.5,-25.5,8440
-152.5,-25.5,8440
-151.5,-25.5,8440
-150.5,-25.5,8440
-149.5,-25.5,8440
-148.5,-25.5,8440
-147.5,-25.5,8440
-146.5,-25.5,8440
-145.5,-25.5,8440
-144.5,-25.5,8440
-143.5,-25.5,8440
-142.5,-25.5,8440
-141.5,-25.5,8440
-140.5,-25.5,8440
-139.5,-25.5,8440
-138.5,-25.5,8440
-137.5,-25.5,8440
-136.5,-25.5,8440
-135.5,-25.5,8440
-134.5,-25.5,8440
-133.5,-25.5,8440
-132.5,-25.5,8439
-131.5,-25.5,8439
-130.5,-25.5,8439
-129.5,-25.5,8439
-128.5,-25.5,8439
-127.5,-25.5,8439
-126.5,-25.5,8439
-125.5,-25.5,8439
-124.5,-25.5,8439
-123.5,-25.5,8439
-122.5,-25.5,8439
-121.5,-25.5,8439
158.5,-25.5,8312
159.5,-25.5,8312
160.5,-25.5,8312
163.5,-25.5,8312
164.5,-25.5,8312
165.5,-25.5,8312
166.5,-25.5,8312
167.5,-25.5,8312
168.5,-25.5,8312
169.5,-25.5,8312
170.5,-25.5,8312
174.5,-25.5,8325
175.5,-25.5,8325
-153.5,-26.5,8440
-152.5,-26.5,8440
-151.5,-26.5,8440
-150.5,-26.5,8440
-149.5,-26.5,8440
-148.5,-26.5,8440
-147.5,-26.5,8440
-146.5,-26.5,8440
-145.5,-26.5,8440
-144.5,-26.5,8440
-143.5,-26.5,8440
-142.5,-26.5,8440
-141.5,-26.5,8440
-140.5,-26.5,8440
-139.5,-26.5,8440
-138.5,-26.5,8440
-137.5,-26.5,8440
-136.5,-26.5,8440
-135.5,-26.5,8440
-134.5,-26.5,8440
-133.5,-26.5,8440
-132.5,-26.5,8439
-131.5,-26.5,8439
-130.5,-26.5,8439
-129.5,-26.5,8439
-128.5,-26.5,8439
-127.5,-26.5,8439
-126.5,-26.5,8439
-125.5,-26.5,8439
-124.5,-26.5,8439
-123.5,-26.5,8439
-122.5,-26.5,8439
-121.5,-26.5,8439
165.5,-26.5,8312
166.5,-26.5,8312
167.5,-26.5,8312
-149.5,-27.5,8440
-148.5,-27.5,8440
-147.5,-27.5,8440
-146.5,-27.5,8440
-145.5,-27.5,8440
-144.5,-27.5,8440
-143.5,-27.5,8440
-142.5,-27.5,8440
-141.5,-27.5,8440
-140.5,-27.5,8440
-139.5,-27.5,8440
-133.5,-27.5,8439
-132.5,-27.5,8439
-131.5,-27.5,8439
-130.5,-27.5,8439
-129.5,-27.5,8439
-128.5,-27.5,8439
-127.5,-27.5,8439
-126.5,-27.5,8439
-125.5,-27.5,8439
-124.5,-27.5,8439
-123.5,-27.5,8439
-122.5,-27.5,8439
-148.5,-28.5,8440
-147.5,-28.5,8440
-146.5,-28.5,8440
-145.5,-28.5,8440
-144.5,-28.5,8440
-143.5,-28.5,8440
-142.5,-28.5,8440
-141.5,-28.5,8440
-140.5,-28.5,8440
-139.5,-28.5,8440
-131.5,-28.5,8439
-130.5,-28.5,8439
-129.5,-28.5,8439
-128.5,-28.5,8439
-125.5,-28.5,8439
-124.5,-28.5,8439
-147.5,-29.5,8440
-146.5,-29.5,8440
-145.5,-29.5,8440
-144.5,-29.5,8440
-143.5,-29.5,8440
-142.5,-29.5,8440
-141.5,-29.5,8440
-140.5,-29.5,8440
-139.5,-29.5,8440
-147.5,-30.5,8440
-146.5,-30.5,8440
-145.5,-30.5,8440
-144.5,-30.5,8440
-143.5,-30.5,8440
-142.5,-30.5,8440
-141.5,-30.5,8440
-140.5,-30.5,8440
-144.5,-31.5,8440
-143.5,-31.5,8440
-142.5,-31.5,8440
